id,time,score,city,nickname,gender,content
1035013824,2018-08-12 19:52,5.0,沈阳,小鑫爷12138,男性,毕竟是导演处女座，还是不错的，剧情除了有个地方抻的太长，还算紧凑，情节反转也比较多，演员表演可圈可点，总之算是一部值得观看的电影🎬
1035021858,2018-08-12 19:52,5.0,花都,VlZ741379480,男性,很有深度的一部片，要细心去观看，用心去感受
1035021856,2018-08-12 19:52,4.5,潮州,吴毅帆,女性,不错，很好看的电影
1035013817,2018-08-12 19:52,3.5,北京,mengzihao2014,男性,不能算不好看的一部电影，但是总是觉得铺垫太少剧情转换太快。觉得可能还是黄勃做演员好一些。题材太大了，实在不好把握，时间又不是很够。觉得荒岛求生这个题材能拍的更残酷一些，不应该是这么欢乐的结局。
1035013816,2018-08-12 19:52,4.5,江门,PeT108366364,女性,真的不懂为什么评分这么低。。
1035013813,2018-08-12 19:52,1.0,柳州,名都有人用了,女性,不知所措 ，一点没有意义
1035013812,2018-08-12 19:52,5.0,大连,ddffgsd,女性,喜欢黄渤。很好
1035022162,2018-08-12 19:52,4.0,吴忠,lVg826209438,女性,支持黄渤。。
1034916765,2018-08-12 19:52,5.0,盐城,猫家小洙,女性,渤哥的处女作必须要支持下 影片时间较长 部分情节看的有点疲乏  于和伟老师演技杠杠的 还有小兴最后的黑化也很有看点
1035018153,2018-08-12 19:52,3.5,大连,娘子汉CC姐,女性,这个电影的题材挺新颖的，让我联想到了初中看的名著鲁冰孙漂流记，一个人在荒岛上生活28年。这里让我看到了集体的力量让每个人都有信念的在这里活下去而且很开心。我看到最后整个影片都是在这一个场景，这样都能拍这么多样还是挺佩服黄渤。没想到这里有女神舒淇，非常喜欢。
1035018145,2018-08-12 19:52,3.5,济南,qqqy821111,女性,人类的世界，想法很多，最后还是没有走向邪恶
1035021815,2018-08-12 19:52,4.0,自贡,太子xin,男性,结局还比较暖心，剧情有点拖沓
1035021805,2018-08-12 19:51,5.0,钟祥,迷妹迷Lay,女性,很真实吧，真的很贴切，人性的暴露。
1035013796,2018-08-12 19:51,5.0,鄂尔多斯,视野998,女性,没毛病 666
1035022107,2018-08-12 19:51,5.0,大庆,FANXY,女性,渤哥第一次拍电影，已经很好了，还有，没想到张艺兴演技这么好，比其他小鲜肉强多了啊
1034915749,2018-08-12 19:51,5.0,太原,oFN395975867,女性,一出好戏，发人深思，好看，黄渤好样的
1035018132,2018-08-12 19:51,5.0,海口,丨等一个人咖啡,男性,非常有寓意的电影，真的好看
1035013778,2018-08-12 19:51,4.5,上海,文言雪儿xy,女性,要说最后让我记住的就是艺兴后来的转变，一开始的平淡到后来的争持，剧情一步步上升到一个顶点，热情和团结，利益与诱惑，主角保持初心，收获爱情，最后走出生天，总体来说表达明确，传递的正能量
1035018128,2018-08-12 19:51,5.0,长清区,visor__,女性,评分偏低了 搞笑不失深度的电影
1035018119,2018-08-12 19:51,4.0,孝感,莫须少,女性,拷问人性与现实，社会再现实还是相信爱情！
1035022055,2018-08-12 19:51,1.5,深圳,Demon3815,男性,笑点有，但是玩黑色幽默和人性破坏节奏，黄渤导演不够功力
1035021720,2018-08-12 19:51,0.5,东莞,DJV362108970,男性,思维混乱，节奏简单。
1034940355,2018-08-12 19:51,5.0,广州,dUz559869615,女性,好有含义的一部戏，推荐推荐，笑中带有现实
1035013756,2018-08-12 19:51,5.0,焦作,tJF648697115,女性,好看好看，真好看
1035021698,2018-08-12 19:50,3.0,杭州,峰峰董,女性,不要说含义，哪一部片子又没有主题呢，乏力、乏味，黄渤演技当然好，但支撑不起来。
1035022023,2018-08-12 19:50,4.0,泉州,qHs631896383,女性,还行吧，小成本制作
1035018110,2018-08-12 19:50,5.0,呼和浩特,cHt453326742,男性,当之无愧，一出好戏
1035013750,2018-08-12 19:50,3.5,福州,XrC606186517,男性,节奏太慢，喊口号太多。不过还是有笑点的。
1035013728,2018-08-12 19:50,4.0,张家口,魏大胖儿,女性,一般幽默，荒诞，可怕，人性
1035015389,2018-08-12 19:50,4.5,广州,Happy900102,女性,挺好看，没有白白期待这么久！！！
1035021672,2018-08-12 19:50,5.0,长春,AwH652094856,女性,真的很棒，有泪有笑
1035022001,2018-08-12 19:50,4.5,重庆,BiW193216904,女性,还不错，值得去看
1035019974,2018-08-12 19:50,4.0,大连,c停留心扉d,男性,不只是喜剧 还有在那样一种的情况下的人心 人的本性都展现了出来…
1035013729,2018-08-12 19:50,5.0,深圳,肖斌814,男性,人内心深处还是很真实的
1035015366,2018-08-12 19:50,5.0,北京,oyf507043163,女性,不错，一点也不差
1035015361,2018-08-12 19:50,4.5,大理,Djf256630349,女性,向黄渤导演致敬，导演讲故事的能力不错，影片完全超出我的预期，至少在看完后还能让人深度思考人性的善与恶，思考那诡异而又变化莫测的人性～
1035013721,2018-08-12 19:50,4.5,息县,奈颖,女性,还不错，挺好看的，搞笑
1035021628,2018-08-12 19:50,3.5,乐平,W.L丽,女性,还行。。。。。
1035015355,2018-08-12 19:50,4.5,北京,ZjQ300921931,男性,方便面要涨价了
1035015354,2018-08-12 19:50,3.0,十堰,兵54981,女性,不好看  ，，啊啊啊啊啊啊
1035021611,2018-08-12 19:50,5.0,广州,Idq301783071,男性,可以挺好，看懂了人性的
1035021601,2018-08-12 19:49,5.0,上海,Joey_Gatsby,男性,黄导演很棒！期待下一部作品
1035021598,2018-08-12 19:49,4.5,浦江,gypsophila559,女性,电影制作也还可以 总体还是不错哒！可惜不是我喜欢的类型...
1035021584,2018-08-12 19:49,5.0,沈阳,韩奉霖先生,女性,很有感触的一部电影，引人深思
1035015330,2018-08-12 19:49,3.5,聊城,丁点大的一张帆,女性,感觉特效有点假……
1035021570,2018-08-12 19:49,5.0,成都,wVk222757745,女性,人性的电影 巨好看
1034666057,2018-08-12 19:49,4.5,北京,zHB496023124,女性,真的值得一看，剧情超紧凑不拖沓，戏剧张力十足，笑点丰富
1035021561,2018-08-12 19:49,0.5,襄阳,rTh781493879,女性,不好看不看了
1035015324,2018-08-12 19:49,5.0,无锡,geE566158886,女性,有笑点，但是剧情更值得人思考。
1035019890,2018-08-12 19:49,0.5,成都,oQc18681612087,男性,看不懂，太尬
1035019888,2018-08-12 19:49,4.5,如皋,沙高烽,男性,人性有的时候真的是经不起试探的
1035021537,2018-08-12 19:49,5.0,福州,格林卟童话,女性,很精彩  有欢笑，也引人深思。就像渤导说的，你看的是善就是善，你看到的是恶就是恶，很值得观看的一部片子。
1035021533,2018-08-12 19:49,5.0,泰安,东易日盛装饰—王,男性,不错，很好看的
1035019869,2018-08-12 19:49,4.5,惠州,WCL801455500,男性,剧情可以，演员演技也很好
1035021511,2018-08-12 19:49,1.0,广州,MWe896414550,女性,不要看，骗钱的！！
1035018026,2018-08-12 19:49,5.0,北京,ZMd938843954,女性,好看，有意思
1035015310,2018-08-12 19:48,0.5,石河子,mfwy22,女性,真的无聊，一点笑点都没有，一群蛮荒人一直打架
1035019779,2018-08-12 19:48,0.5,重庆,_weixin004112160,女性,爆难看，完全把观众当傻子！看了一半就忍不住出来了！完全理解不到票房为什么那么高！都不说浪费钱的事情，完全浪费我时间。
1035019842,2018-08-12 19:48,4.5,包头,Lynn,男性,这部电影应该在八分档，但新人导演能拍的这么好，多给一分不算过。这是一部哲理性极强的电影，里面有很多哲理性的演绎。能说明白的有一个比较出名的，洞穴隐喻，苏格拉底的。还有轮回，薪火相传，社资问题，最重要的是一个金钱观的问题。有意思的是今年暑期档，最有趣的两部影片都在讨论钱的问题。从对钱的执着，觉得有了钱就有了一切。到一切幻灭，生活还需继续，才发现脚踏实地的去解决问题才是真理。最后的救赎式的演绎，也是预料中的。毕竟是一部要过审要票房的电影，太阴郁了大家都不会舒服，也算是文艺对商业的妥协吧。最后墙裂推荐！
1035019840,2018-08-12 19:48,3.0,沧州,HRE513337620,女性,可以，没什么意思
1035019838,2018-08-12 19:48,5.0,长沙,FXL363770898,女性,艺兴爆了，，，感谢，一出好戏我看的很认真
1034940335,2018-08-12 19:48,0.5,营口,我心永恒6437,男性,开始以为是喜剧片，10分钟以后以为是灾难片，20分钟以后以为是爱情片，1小时以后以为是喜剧片，2小时以后觉得应该是伦理片，最后知道是垃圾片，没有一个情节是合理的，可惜了舒淇，唯一一个人设立体的，唯一一个演员够得上及格的，白瞎了这个岛了
1034940342,2018-08-12 19:48,5.0,唐山,hrB556848157,女性,人类社会发展简史
1035018005,2018-08-12 19:48,5.0,北京,HDe460045535,女性,感觉不错，不管经历过什么或者遇到过什么，都不能忘了人的本性👍
1035019799,2018-08-12 19:48,4.5,舟山,林大哥呀.,女性,舒淇是真的女神，即使流落荒岛也不影响她的美丽。最后小兴的黑化是偶然但也是必然。这部电影看似喜剧，但真实的折射了现实社会。很棒!感谢所有演员的付出!!!
1035021451,2018-08-12 19:48,5.0,郑州,晨阳家政,男性,值得一看，非常搞笑
1035019684,2018-08-12 19:48,5.0,泰安,共赢天下490,女性,我是全场唯一一个看了一半就离开的。主要原因是半个小时后，我的火车🚉就要开走了。太棒了，今夜无眠有两个原因，孤岛上的故事一场接着一场，人物在变，场景在变。我们思考，为什么起点是一样的，60天之后每个人都找到自己的角色，而且很可能找到的角色跟过去自己的生活有很多相似的情况。渤哥怎么能追到舒淇？没有来得及看到……，第二个原因是没有买到卧铺，没有买到硬座，只有上车的权利，却没有坐与睡的权利，所以……
1035010989,2018-08-12 19:48,4.0,西安,乌鸦少年1986,女性,主要是对人性的把握比较深刻 作为喜剧并不是太残忍
1035019782,2018-08-12 19:48,5.0,西安,Eat逛吃逛吃,女性,首映当天去看的，期待了很久果然值得一看，剧情紧凑。
1035019771,2018-08-12 19:48,3.5,徐州,_qq4h61442278552,女性,勃哥自导自演的电影，总体还是不错的，人生在世，不管在哪，活着最好，有舍才有得，希望剧情还可以在紧凑一些，让结局不会那么唐突。
1035013638,2018-08-12 19:48,0.5,苏州,w1111我,女性,1分都不想，和疯狂的石头差远了，拍的太垃圾
1035013630,2018-08-12 19:47,4.5,深圳,海浪天涯27,男性,"黄渤的导演处女作品
赞"
1035019755,2018-08-12 19:47,4.0,重庆,溜了溜了孖,女性,说实话 就第一遍看 没太看懂
1035010967,2018-08-12 19:47,5.0,锡林郭勒,刘亮789,女性,挺有深意的！
1035021369,2018-08-12 19:47,4.5,贵阳,mSP130883575,女性,不错，周末休闲中一出好戏。大起大落的剧情，搞笑的热点！
1035021370,2018-08-12 19:47,4.5,贵阳,mSP130883575,女性,不错，周末休闲中一出好戏。大起大落的剧情，搞笑的热点！
1035021365,2018-08-12 19:47,5.0,孝感,冯亚元,男性,挺好看的，值得一看
1035021360,2018-08-12 19:47,4.5,成都,Rfk215135589,女性,好看好看好看
1035019719,2018-08-12 19:47,4.0,武汉,箜丿城,女性,观赏者默认好评哦
1035019713,2018-08-12 19:47,5.0,哈尔滨,循规蹈矩11,男性,推荐，来看吧，挺好的！！！
1034940332,2018-08-12 19:47,5.0,富阳,野人cheers,男性,荒岛求生，还行吧
1035019710,2018-08-12 19:47,4.5,监利,怕长胖的伪吃货,女性,描写现实的电影
1035019706,2018-08-12 19:47,3.5,长沙,pMZ867466931,女性,原以为是一部大片，期待了很久，今天观看完后还是有点失望，没有想像中的那么精彩！
1035021337,2018-08-12 19:47,5.0,重庆,行走453,男性,好看，景色漂亮，贴近现实，黄渤处女作一鸣惊人，有意思
1035021308,2018-08-12 19:46,3.5,济南,OsM389965649,男性,一般吧！第一次做导演，不够完美，有空间！
1035019677,2018-08-12 19:46,4.0,芜湖,张丽7,女性,还可以！！！
1035021290,2018-08-12 19:46,1.0,晋中,Fun955504903,女性,期望值太高了。剧情紧的要逼死人，各种无语片段，除了演员演的都卖几之外，看点也贼尴尬
1035019484,2018-08-12 19:46,4.5,武汉,Suki6834,男性,荒诞中揭示人性，导演处女作应该说太用心了，简直就是想费力而不只是想讨好(巧)观众；场景和特效都非常认真，荒岛，破船的造型……电影就是高度文明的人再退回到猴子原始时代的现代寓言，这也足见一个酝酿多年的演而优则导的处女作的良苦『野心』，如果多一些这样的的导演，那么我们的国产電影好看了
1034957118,2018-08-12 19:46,4.5,哈尔滨,VhH848528970,女性,老公看了，说挺好的
1035019631,2018-08-12 19:46,5.0,连云港,WdT328485120,女性,好好好好看啊
1035021253,2018-08-12 19:46,3.5,苏州,Bsb595084603,男性,还好。剧情怎么
1035015201,2018-08-12 19:46,5.0,南京,ATI851365198,女性,真的不错，符合黄渤的性格的电影，黄大大人帅帅情商高智商高。电影没有让我失望，希望黄渤以后能再拍出更好的作品。
1035010907,2018-08-12 19:46,4.0,南京,BXB567926596,女性,黄渤首导还行，有点拖沓。
1035019597,2018-08-12 19:46,4.0,成都,XKt788783437,女性,只是好看，衔接的很好。只是我觉得主题讲的半清不楚。看的我似懂非懂！
1035019586,2018-08-12 19:46,2.5,合肥,GPQ886603604,女性,真的一般，故事冗长，主题不明
1035019579,2018-08-12 19:45,4.5,长春,Wju758768103,女性,相当不错！直击人性！喜欢黄渤！😊😻
1035019577,2018-08-12 19:45,4.5,金华,小仙女呀呀,女性,"给九分多一分怕黄老师骄傲哈哈哈哈 
感觉看完让我觉得 真心是最重要的了 
不要被一些东西迷惑自己的内心很重要
生活中也经常有这种诱惑 金钱 权利 美色
我们应该都不要忘了初心  
不要忘了最重要的东西不要干坏事"
1035021226,2018-08-12 19:45,4.0,沈阳,兵临城下7822,男性,我特别喜欢黄勃，宝强！！！！！！！
1035021211,2018-08-12 19:45,4.0,佛山,akE585273781,女性,内涵深刻， 矛盾冲突激烈
1035013554,2018-08-12 19:45,4.5,大连,老林1227,男性,很深刻。。。。。
1035015178,2018-08-12 19:45,4.5,射阳,mya15251078137,男性,"挺好看的一部电影，团结，欲望，人性
……"
1035019522,2018-08-12 19:45,5.0,福州,特别奇怪696,男性,内容意义挺好的
1035019519,2018-08-12 19:45,4.0,成都,XaF177782685,女性,怎么说呢～～不是喜剧→_→
1035010850,2018-08-12 19:45,1.5,内江,Crs530630529,女性,编剧逻辑硬伤，完全的不经推敲，最后他弟疯了，他居然能毫无包袱，愉快的生活，只能说天大地大，编剧最大。
1035019510,2018-08-12 19:45,5.0,宁波,禁满丶,男性,很人性！很好看！
1035021146,2018-08-12 19:45,5.0,郑州,gaojianpeng0,女性,讲的故事不错，简单
1035021145,2018-08-12 19:45,4.0,深圳,奈何41852,男性,第一次拍电影，拍成拍这样很不错了
1035021139,2018-08-12 19:45,5.0,哈尔滨,Gkg201145384,女性,人性到底是什么？
1035021128,2018-08-12 19:45,5.0,丽水,小米绒绒,女性,好看好看好看好看好看好看好看好看好看好看
1035019497,2018-08-12 19:45,4.0,上海,lovwxc,男性,"1.刚开始以为是灾难片，过几分钟才是一出好戏。说明后期在特效方面还是下过功夫的。

2.一个人的认知决定了他的世界观，也决定了他的行为。

3.有人的地方就有江湖，并且根据不同的认知形成不同的派系。

4.社会团体靠大部分的共同认知维持，原有的社会团体瓦解时，认知也跟着瓦解。就像赫拉利所说的社会是由一个个故事构成的。

5.占有的资源与话语权是成正比的。

6.其实讲的最多的还是政治社会学与社会经济学，可惜对这两门学科都没有深入了解过。

7.知识很重要！知识很重要！知识很重要！

8.虽然算不上一部好电影，但却是一部走心的电影。比那种卖情怀的恶心电影好得多。

以上。"
1035010841,2018-08-12 19:45,5.0,永康,HHO236416509,女性,超级好看好看
1035010839,2018-08-12 19:45,5.0,吕梁,凉了时光的心,男性,还是一个蛮能回味的片子！
1035019439,2018-08-12 19:45,0.5,长沙,qidanren03,女性,太失望了。。
1035019481,2018-08-12 19:44,4.0,武汉,粉红粉红pig,女性,人生如戏 戏如人生
1035019475,2018-08-12 19:44,5.0,曲靖,歆儿走你,女性,电影里扑克牌和各类人群的讽刺
1035021104,2018-08-12 19:44,3.5,北京,abk696267601,女性,此人很懒，什么都没有写
1035013516,2018-08-12 19:44,4.5,德州,lxj_076,女性,黄渤头场导演的作品还是不错的，相比爱情公寓强多了。
1035015138,2018-08-12 19:44,5.0,溧阳,龙疯,女性,现实生存危机，人心暴露无遗！笑点挺多
1035019410,2018-08-12 19:44,5.0,洛阳,kmz692753625,女性,写实人性唉～
1035021045,2018-08-12 19:44,4.5,深圳,gcd574613781,男性,一叶而知‘秋’，小船大世界！
1035021034,2018-08-12 19:44,4.0,唐山,万一依～,女性,还可以，就是时间有点长。
1035015106,2018-08-12 19:43,4.0,吴江,果粒奶优973,女性,还行吧，可以了啦
1035021008,2018-08-12 19:43,4.5,辛集,一尘8483,男性,人性随环境而改变，人的进化远没完成。
1035019370,2018-08-12 19:43,3.0,乌海,ryM147783786,男性,不吹不黑 真的一般般 看的快睡着了 全程就在小岛上太无聊了 六分只是给后半个小时的
1035019359,2018-08-12 19:43,5.0,蒙阴,罗马大帝198,女性,不错，支持黄渤处女作
1035017986,2018-08-12 19:43,5.0,长沙,UuQ536793494,女性,不错很高兴认识你来到这里观看
1035019333,2018-08-12 19:43,5.0,广州,FBK448908776,女性,挺搞笑的，不错
1035016502,2018-08-12 19:43,3.5,天津,弥撒苦娃,男性,6.5，角度太多，掉鱼那场戏完全把故事拉向扁平化，要是能借学科理论在人类认知的模糊地带大做文章，或者大搞阴谋论，都是不俗的选择，但封闭感抛弃的过早，这堂充斥着意识形态、宗教存在、文明发展的社会学公开课也只是有点意思而已，更何况这里面爱情还要分一杯羹，更是灾难啊。黄渤要么是没那么大野心，要么是被创作环境约束，反正我支持他的态度。
1035010780,2018-08-12 19:43,3.5,沈阳,超3091,女性,感悟颇深有意义
1035019324,2018-08-12 19:43,4.5,沈阳,Dru123996624,女性,挺好看的！！
1035017955,2018-08-12 19:43,4.5,深圳,钱玲906,女性,好有带入感。人性与社会！看完有一点点难受。
1035017944,2018-08-12 19:43,4.0,上海,SEHUN.SJY,女性,还可以吧，艺兴加油＾０＾~
1035019302,2018-08-12 19:43,5.0,广安,LeeNK1218,女性,值，挺有意义的一部喜剧片，不负众望
1035017921,2018-08-12 19:43,0.5,上海,袁小埃,女性,1分都不想给，太垃级了
1034915701,2018-08-12 19:43,5.0,大连,高翔6456,男性,非常棒，一部冲击心灵的影片，折射出来的是人情冷暖，世间百态
1035013445,2018-08-12 19:42,5.0,哈尔滨,李连帅,女性,挺好的，我明天看
1035017910,2018-08-12 19:42,0.5,诸暨,蕾宝吖,女性,超级讨厌王宝强，所有电影都是一样的感觉，这部更加让人讨厌！以为喜剧片，看了一半，感觉是野外生存历险记。
1035019280,2018-08-12 19:42,5.0,上蔡,iLf675635642,女性,好看，值绝对电影钱٩(๑^o^๑)۶支持渤哥
1035015048,2018-08-12 19:42,3.5,厦门,Rose7780,女性,还好吧！没想的那么好看。
1035017886,2018-08-12 19:42,0.5,武汉,0℃空间,男性,当演员不错，当导演差了很多，看着睡着了。
1035019255,2018-08-12 19:42,3.5,深圳,清风88670,男性,剧情吧，一般般
1035019231,2018-08-12 19:42,5.0,连云港,曌951,男性,很棒哟黄渤导演！
1035015036,2018-08-12 19:42,5.0,佛山,MxH400836326,女性,对得起片名，人性值得深思
1035019219,2018-08-12 19:42,5.0,中山,ghS811187340,女性,好看，有的地方比较浮夸，但黄渤已经很良心了
1035019217,2018-08-12 19:42,3.0,福清,爆米花丶824,男性,还可以！！！
1035017834,2018-08-12 19:42,3.5,深圳,青青子衿,女性,演技在线，剧情及格
1035010723,2018-08-12 19:42,5.0,随州,annie4698,女性,压抑搞笑感动  嗯
1035019208,2018-08-12 19:42,4.5,合肥,骄傲兴妻,女性,好看好看好看
1035017828,2018-08-12 19:42,1.0,武汉,XM蓝,女性,烂片啊 浪费钱
1035019187,2018-08-12 19:41,1.0,深圳,CCU635285302,男性,有点失望，不好看！
1035015016,2018-08-12 19:41,5.0,遂宁,fNw201347647,女性,黄渤没让人失望过
1035015015,2018-08-12 19:41,4.0,东莞,大黑大哥,女性,还好的，也挺好的
1035017793,2018-08-12 19:41,5.0,长沙,Sjn624582634,男性,真的是一出好戏
1035013399,2018-08-12 19:41,5.0,建湖,我就是龙哥呀,男性,还不错的电影
1035013381,2018-08-12 19:41,4.5,上海,Wau491297537,女性,好看又搞笑，
1035010707,2018-08-12 19:41,0.5,忻州,爱夜夜夜夜128,男性,烂到爆了啊啊啊
1033641849,2018-08-12 19:41,5.0,无锡,不会改的名字,女性,我还没看 但一定是10分！！！！
1035010701,2018-08-12 19:41,4.5,兰州,Heroin282,女性,人性不是一成不变的
